bin_key,p_ph2m,p_wh2m,p_ric,weighted_n,raw_n,small_bin_flag
Central_West|25-34|female|tertiary|Q3|self_employed,0.5751768777089695,0.42478348561245893,3.96366785717275e-05,1206.48792862,2,0
Central_West|25-34|female|tertiary|Q4|formal,2.7125212553256993e-05,0.44212789608823017,0.5578449786992166,1057.76876059,2,0
Central_West|25-34|female|tertiary|Q4|informal,0.04988311112848205,0.356240838538081,0.5938760503334369,29281.9405875,26,0
Central_West|25-34|female|tertiary|Q4|self_employed,0.7841267253038071,0.2158064789876157,6.679570857725599e-05,715.89117539,2,0
Central_West|25-34|female|tertiary|Q5|informal,0.03134722378538884,0.16212504197937028,0.8065277342352409,42017.31571542,50,0
Central_West|25-34|female|tertiary|Q5|self_employed,4.7000533713605954e-05,3.845873203735239e-05,0.9999145407342489,610.42317319,1,0
Central_West|25-34|male|no_education|Q2|informal,0.7235279339011306,3.141600976282422e-05,0.2764406500891066,747.28794957,2,0
Central_West|25-34|male|no_education|Q5|formal,0.999800671892718,6.56364608155079e-05,0.00013369164646635695,357.62719657,1,0
Central_West|25-34|male|primary|Q1|formal,0.2503553134693623,0.7495444572583878,0.00010022927224989417,477.05738947000003,2,0
Central_West|25-34|male|primary|Q1|informal,0.7407753028924889,0.1149768786623356,0.14424781844517565,34796.727928219996,46,0
Central_West|25-34|male|primary|Q1|unemployed,0.9999293075469128,2.3278214448971428e-05,4.7414238638300185e-05,1008.56615744,3,0
Central_West|25-34|male|primary|Q2|formal,8.02145189395441e-05,6.56364608155079e-05,0.9998541490202449,357.62719657,1,0
Central_West|25-34|male|primary|Q2|informal,0.511836479767855,0.18142240801433418,0.3067411122178109,38493.38523472,64,0
Central_West|25-34|male|primary|Q2|self_employed,0.00011227353503412691,0.9997006028126427,0.0001871236523231332,255.48039992,1,0
Central_West|25-34|male|primary|Q3|formal,3.5494993983023476e-05,2.9044190659166103e-05,0.9999354608153577,808.32146355,3,0
Central_West|25-34|male|primary|Q3|informal,0.07637993902832706,0.21368422555603944,0.7099358354156335,20804.15014958,42,0
Central_West|25-34|male|primary|Q4|informal,0.09433428921204759,0.07939028815625371,0.8262754226316987,44458.91200069,82,0
Central_West|25-34|male|primary|Q5|formal,0.00011803738288925812,9.658545808415375e-05,0.9997853771590266,243.00023047,1,0
Central_West|25-34|male|primary|Q5|informal,0.02399413648808732,0.06310916696446785,0.912896696547445,21080.27560702,46,0
Central_West|25-34|male|secondary|Q1|formal,8.02145189395441e-05,0.9997860938345942,0.00013369164646635695,357.62719657,1,0
Central_West|25-34|male|secondary|Q1|informal,0.35106710873252006,0.5177844251036761,0.13114846616380388,16352.02279097,29,0
Central_West|25-34|male|secondary|Q2|formal,2.7120584955709943e-05,2.219173330804028e-05,0.9999506876817363,1057.94926521,2,0
Central_West|25-34|male|secondary|Q2|informal,0.20579526422374272,0.43729935736034825,0.35690537841590897,35967.83164719,54,0
Central_West|25-34|male|secondary|Q2|self_employed,0.0001973065210503813,0.00016144835010888792,0.9996412451288408,145.33318098,1,0
Central_West|25-34|male|secondary|Q3|informal,0.19646029033476506,0.2206261675340917,0.5829135421311432,46609.83137189,65,0
Central_West|25-34|male|secondary|Q3|unemployed,0.00042212460405708117,0.0003454083549928956,0.99923246704095,67.87735718,1,0
Central_West|25-34|male|secondary|Q4|formal,2.058008582766618e-05,1.6839894010029176e-05,0.9999625800201624,1394.2049229600002,2,0
Central_West|25-34|male|secondary|Q4|informal,0.14485173204461685,0.1930736699310603,0.6620745980243228,72087.6229432,78,0
