t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
34,-0.004497581982669152,0.024284726443068446,-0.06570319524752245,-0.016342677321732068,-0.005301161573856545,-0.0001909540632043756,0.0017278453189193967,0.01263681929396592,0.018183973630086135,-0.2630787539186365,-0.2442490261466255,-0.0,-0.0,-0.0,-0.0
35,-0.004478680628021372,0.02451883511797335,-0.06617422636050757,-0.016322370072900758,-0.00532632644153228,-0.0002304947561310775,0.0017142142041454392,0.012634429611444566,0.018371328698861662,-0.26535132061758443,-0.24633135676105064,-0.0,-0.0,-0.0,-0.0
36,-0.00446037103748229,0.024739312678104294,-0.06661650461996871,-0.016301791809362014,-0.005352236019685024,-0.00027024669868259526,0.001701355461677162,0.012631164020750627,0.018547933668610496,-0.26749906357181436,-0.24829977034841302,-0.0,-0.0,-0.0,-0.0
37,-0.004442561455477127,0.024946931495766964,-0.06703150739449147,-0.016280791558012733,-0.005379129219768266,-0.0003105154464893917,0.0016892213266704017,0.012626955990436523,0.01871440429300974,-0.26952907664954107,-0.250160736135627,-0.0,-0.0,-0.0,-0.0
38,-0.004425169153318723,0.025142416178422874,-0.06742062943243103,-0.016259237259385058,-0.005407263832568302,-0.0003516304948981801,0.00167775613998853,0.012621749792076786,0.018871317448515692,-0.2714480473723777,-0.25192035649600175,-0.0,-0.0,-0.0,-0.0
39,-0.0044081336632721055,0.02532643567439691,-0.06778519982808731,-0.01623705243713924,-0.005436913694295219,-0.0003939477977060525,0.0016668841935061477,0.012615525712156541,0.0190192026242957,-0.2732622884024774,-0.25358440702417656,-0.0,-0.0,-0.0,-0.0
40,-0.004391445494912362,0.025499583223888567,-0.06812651234795161,-0.016214295346451146,-0.00546835905062071,-0.00043785076958781816,0.0016564844366927164,0.012608354318459091,0.019158521179738205,-0.2749777803649678,-0.2551584002921362,-0.0,-0.0,-0.0,-0.0
41,-0.004375207226011136,0.02566233101656679,-0.06844588396688153,-0.016191326966340867,-0.005501862265689044,-0.0004837476029054805,0.001646337785958676,0.012600511499926715,0.01928962011745554,-0.27660024019695045,-0.256647700849904,-0.0,-0.0,-0.0,-0.0
42,-0.004359762175113805,0.025814932158510974,-0.06874477253518572,-0.016169164469070293,-0.005537612448272667,-0.0005320603037053068,0.0016360173325271864,0.012592720387369886,0.019412632740936374,-0.2781352445597622,-0.2580577488850897,-0.0,-0.0,-0.0,-0.0
43,-0.004345963994821347,0.025957212847023667,-0.0690250179181222,-0.01615022145579098,-0.005575604695641004,-0.0005831957878085664,0.0016246595816240118,0.012586657856682953,0.019527268615130915,-0.27958846959997014,-0.2593945118445112,-0.0,-0.0,-0.0,-0.0
44,-0.004335739486538343,0.026088135784633187,-0.06928933936161136,-0.016139852913365917,-0.00561538242884109,-0.0006374788166177476,0.0016104881237903035,0.012586011516630195,0.01963237294501422,-0.2809661698243968,-0.2606654060133177,-0.0,-0.0,-0.0,-0.0
45,-0.004333251861667916,0.026204887264408998,-0.06954234002876047,-0.01614954691077353,-0.005655493999816564,-0.0006950045269465562,0.001589827536333276,0.012598662766363717,0.019725007542800668,-0.28227605300243824,-0.2618810600090803,-0.0,-0.0,-0.0,-0.0
46,-0.004347102054088357,0.02630097815672778,-0.0697920268948121,-0.016202939776407917,-0.005692359122688345,-0.000755322190931377,0.0015551757718755177,0.012640792066597914,0.019798576137622512,-0.28352689082674387,-0.26305603726995147,-0.0,-0.0,-0.0,-0.0
47,-0.004390410688503631,0.026362417284588803,-0.07004151957744019,-0.01633549961043695,-0.005718025022215407,-0.0008167613187924016,0.0014937366440144933,0.012736465151316096,0.019839784936599197,-0.28468346167172176,-0.2641511689870683,-0.0,-0.0,-0.0,-0.0
