uf_code,uf,state,year_month,consumption_index,year,month_num,date,mp_shock,share_PH2M_nearest,share_WH2M_nearest,share_Ricardian_nearest,total_weight_nearest,share_PH2M_linear,share_WH2M_linear,share_Ricardian_linear,total_weight_linear
11,RO,Rondônia,2018.08,95.4596,2018,8,703,0.0,0.2577490550689348,0.2535080332038117,0.4887429117272533,1293494.17510273,0.2533386895897155,0.2558134241032793,0.4908478863070049,1290877.295753129
11,RO,Rondônia,2018.09,98.40622,2018,9,704,0.0,0.2577490550689348,0.2535080332038117,0.4887429117272533,1293494.17510273,0.2577490550689348,0.2535080332038117,0.4887429117272533,1293494.17510273
11,RO,Rondônia,2018.1,96.60025,2018,10,705,0.0,0.2577490550689348,0.2535080332038117,0.4887429117272533,1293494.17510273,0.253383688067271,0.2575114537144736,0.4891048582182552,1293595.2642217714
11,RO,Rondônia,2018.11,98.35728,2018,11,706,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,0.2491591393559835,0.2613857316280174,0.4894551290159991,1293693.0924014887
11,RO,Rondônia,2018.12,98.72581,2018,12,707,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053
11,RO,Rondônia,2019.01,97.20413,2019,1,708,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.02,97.19642,2019,2,709,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.03,94.71359,2019,3,710,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.04,95.35976,2019,4,711,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.05,92.99586,2019,5,712,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.06,92.38554,2019,6,713,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.07,92.97206,2019,7,714,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.08,90.35246,2019,8,715,-0.104547698,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.09,95.23652,2019,9,716,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
11,RO,Rondônia,2019.1,94.25958,2019,10,717,0.0,0.2447937723543197,0.2653891521386793,0.489817075507001,1293794.18152053,,,,
