"uf_code","horizon","variant","beta_mp","se_mp","lo95_mp","hi95_mp","lo95_mp_wild","hi95_mp_wild","uf_label","macro_region"
23,12,"linear",0.112692682443408,NA,NA,NA,NA,NA,"23 - Ceará","Northeast"
24,0,"linear",-0.0513191425902841,0.0224442244142752,-0.0953098224422634,-0.00732846273830474,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,1,"linear",0.0744216738075954,0.021416639880785,0.0324450596412568,0.116398287973934,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,2,"linear",0.0510528550285527,0.0206930036042955,0.0104945679641337,0.0916111420929718,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,3,"linear",-0.101415244938678,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,4,"linear",-0.151759799104585,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,5,"linear",0.0684008926650019,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,6,"linear",-0.105603487983857,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,7,"linear",0.0307130050529878,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,8,"linear",-0.00113319381918908,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,9,"linear",0.11902647967036,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,10,"linear",-0.095215847504417,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,11,"linear",-0.0453826032543715,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
24,12,"linear",0.177633692558309,NA,NA,NA,NA,NA,"24 - Rio Grande do Norte","Northeast"
25,0,"linear",-0.0427499056420695,0.0759494022885009,-0.191610734127531,0.106110922843392,NA,NA,"25 - Paraíba","Northeast"
25,1,"linear",0.242764742414003,0.138440727570652,-0.0285790836244751,0.514108568452482,NA,NA,"25 - Paraíba","Northeast"
25,2,"linear",-0.299526075839177,0.0786834144123074,-0.453745568087299,-0.145306583591054,NA,NA,"25 - Paraíba","Northeast"
25,3,"linear",0.509073525551479,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,4,"linear",-1.10634007320891,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,5,"linear",-0.320869031037782,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,6,"linear",-0.228372830947054,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,7,"linear",-19.6859000933574,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,8,"linear",7.99936174584147,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,9,"linear",1.72275870691113,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,10,"linear",-1.23128008847282,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,11,"linear",-1.04561466328807,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
25,12,"linear",-1.72471456776508,NA,NA,NA,NA,NA,"25 - Paraíba","Northeast"
26,0,"linear",0.0840778028471596,0.101317320969149,-0.114504146252373,0.282659751946693,NA,NA,"26 - Pernambuco","Northeast"
26,1,"linear",0.141202258319693,0.0476033279366372,0.0478997355638842,0.234504781075502,NA,NA,"26 - Pernambuco","Northeast"
26,2,"linear",0.00762187945537672,0.00638295880125143,-0.00488871979507609,0.0201324787058295,NA,NA,"26 - Pernambuco","Northeast"
26,3,"linear",-21.4442044915033,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,4,"linear",0.0463409368703604,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,5,"linear",2.91502614093711,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,6,"linear",-0.0864101300331427,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,7,"linear",0.289785835810795,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,8,"linear",0.0211383468789824,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,9,"linear",0.0955268102140631,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,10,"linear",-0.0328751463879783,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
