t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
28,-0.0005018522447008975,0.0025733769914837216,-0.007028229757247001,-0.0018039351691845394,-0.0004066366308318425,0.00016781773391677906,0.00011912699185539988,0.001389474889607754,0.0019111747804768748,-0.025494101329992268,-0.023440983033115072,-0.0,-0.0,-0.0,-0.0
29,-0.0004991330020319335,0.002610881260055994,-0.007104494241210316,-0.0018015639683045732,-0.00040786662782206094,0.00016492758985107888,0.00011739510174587862,0.001389708058141801,0.001940657766599924,-0.02582620508473643,-0.02374323145133554,-0.0,-0.0,-0.0,-0.0
30,-0.000496534175002009,0.002646653638518745,-0.007177223504424399,-0.001799287540116695,-0.0004090248817782398,0.00016221567586825964,0.0001157763338804691,0.001389920175009084,0.001968781213014097,-0.026138797137978727,-0.02402734990989638,-0.0,-0.0,-0.0,-0.0
31,-0.0004940452200744817,0.0026808072491160866,-0.007246641473152128,-0.0017970920432270917,-0.0004101180278956494,0.00015966997838012147,0.00011426664161426434,0.0013901072718036087,0.0019956360398301403,-0.026432828305212857,-0.024294197206722296,-0.0,-0.0,-0.0,-0.0
32,-0.0004916547360750988,0.0027134511674472236,-0.007312960843174948,-0.0017949606039415803,-0.0004111540331175826,0.00015727712430712535,0.00011286271940631878,0.001390263058556282,0.0020213102179721496,-0.026709190349111785,-0.02454457609017491,-0.0,-0.0,-0.0,-0.0
33,-0.0004893498672002844,0.0027446911635704146,-0.007376383170111876,-0.0017928717174958083,-0.000412142964982633,0.0001550214215281211,0.00011156217013399076,0.001390377844504134,0.0020458894562105146,-0.026968717973411598,-0.024779234557896844,-0.0,-0.0,-0.0,-0.0
34,-0.0004871154543969609,0.002774630610421278,-0.007437098675409581,-0.0017907969545400693,-0.00041309811848930933,0.0001528834493181092,0.00011036373864847534,0.0013904369820855538,0.0020694580635160676,-0.02721219031048942,-0.024998866472723286,-0.0,-0.0,-0.0,-0.0
35,-0.00048493284574701223,0.002803371625786626,-0.0074952856821781854,-0.0017886977271182418,-0.0004140376592138059,0.0001508379884654165,0.00010926761548331232,0.0013904186658620316,0.002092100054281935,-0.02744033177529323,-0.025204111301125803,-0.0,-0.0,-0.0,-0.0
36,-0.0004827782738568069,0.0028310165179868106,-0.007551109596876143,-0.0017865208614225218,-0.0004149869969013356,0.0001488509919153063,0.00010827578352603865,0.0013902909134046707,0.002113900567518067,-0.027653812127105947,-0.025395552746386822,-0.0,-0.0,-0.0,-0.0
37,-0.00048062075279287336,0.0028576695782297217,-0.007604721408569379,-0.0017841928479314236,-0.0004159821614941721,0.00014687518157716986,0.00010739229535273468,0.00139000763994341,0.002134947642112488,-0.027853245576451788,-0.025573716077231995,-0.0,-0.0,-0.0,-0.0
38,-0.0004784196187524579,0.0028834391502993288,-0.007656255875517468,-0.001781613113720842,-0.0004170744836590046,0.00014484372281315264,0.0001066231579760612,0.0013895040640834234,0.002155334272439853,-0.028039188859722116,-0.025739064164461537,-0.0,-0.0,-0.0,-0.0
39,-0.00047612232278603504,0.0029084395849922626,-0.007705830112905199,-0.001778647998221954,-0.00041833680504634827,0.00014266131017762714,0.00010597500506069869,0.0013886925989950124,0.0021751603311039635,-0.028212138528776222,-0.02589199292007564,-0.0,-0.0,-0.0,-0.0
40,-0.00047366429908472194,0.0029327918667698336,-0.007753544642138382,-0.0017751304671348755,-0.00041987106476651116,0.0001401920005272528,0.00010545060230448155,0.001387462684180346,0.0021945330916286047,-0.028372528609797432,-0.02603282863703308,-0.0,-0.0,-0.0,-0.0
41,-0.00047097560206473975,0.0029566197457911877,-0.0077994921022048955,-0.0017708785158514896,-0.00042181597166066835,0.000137243521060777,0.00010503669572449108,0.0013856934433689695,0.0022135630529361567,-0.028520732019385826,-0.026161834074865498,-0.0,-0.0,-0.0,-0.0
42,-0.00046800549744691587,0.002980033718232551,-0.007843785773433712,-0.0017657631130594254,-0.00042435054454715383,0.0001335492045974428,0.00010467416143700014,0.0013833003285824493,0.002232347118112143,-0.028657074136105253,-0.026279239897663637,-0.0,-0.0,-0.0,-0.0
43,-0.00046479014853797947,0.0030030851563864237,-0.00788663414073092,-0.0017598949580877178,-0.00042768232672299705,0.0001287526491429694,0.00010418869768908112,0.0013803632386920825,0.00225092087774594,-0.028781876556171804,-0.0263853377139723,-0.0,-0.0,-0.0,-0.0
44,-0.0004616152711587058,0.0030256511307923772,-0.007928509074284638,-0.001754072559847806,-0.0004319934184295513,0.00012240999431979146,0.0001031379099041177,0.001377433650696986,0.0022691400177559107,-0.028895558636161084,-0.026480698360970546,-0.0,-0.0,-0.0,-0.0
45,-0.0004593569387843962,0.0030471663174133673,-0.007970438726371496,-0.0017507172294581527,-0.00043728528546776573,0.00011404756564738715,0.00010050283165318052,0.001376174103094827,0.0022864106629619796,-0.02899876789546022,-0.026566533281506505,-0.0,-0.0,-0.0,-0.0
46,-0.00045997532477274207,0.0030660464257834205,-0.008014013642087732,-0.0017552005753502528,-0.0004430126358892329,0.00010336309032831257,9.422619809021494e-05,0.001380256259500171,0.00230114992347422,-0.02909188699822198,-0.02664443416449411,-0.0,-0.0,-0.0,-0.0
47,-0.00046576721201494934,0.0030786499005905077,-0.008057129768829541,-0.001773559754228559,-0.0004474204776453419,9.075961552122519e-05,8.162272328312756e-05,0.0013937129648733308,0.002310091509685409,-0.02916870730944515,-0.02670865100091019,-0.0,-0.0,-0.0,-0.0
