t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP
37,5.673567141088175e-06,-5.011872273754937e-05,8.602017235301738e-06,0.0003510199714663624,9.859249799518692e-07,3.022177538524933e-06,1.7950470385255618e-06,7.213913881736668e-07,-4.5918683149117906e-05,8.59653954494865e-05,3.9925802884464535e-05,-0.0,-0.0,-0.0,0.0074945127024407705
38,5.138523303095399e-06,-4.832367569902381e-05,9.096404122861986e-06,0.00033285319826547785,1.2271304999993916e-06,3.2378940730901793e-06,1.6507967044016082e-06,1.07956227845568e-06,-4.4244545526496404e-05,8.417023165888106e-05,3.980611636341945e-05,-0.0,-0.0,-0.0,0.007119787067318732
39,4.5419621904188215e-06,-4.66728789946222e-05,9.45700812944432e-06,0.00031535044840165857,1.5870973686885688e-06,3.6081220178530345e-06,1.492497373461804e-06,1.5877063805725442e-06,-4.2713318591059976e-05,8.20791040197762e-05,3.924743241005532e-05,-0.0,-0.0,-0.0,0.006763797713952795
40,3.8606874721758885e-06,-4.51803816211604e-05,9.669260952210793e-06,0.0002984065289895362,2.115624644391154e-06,4.201865453390066e-06,1.3254372769174944e-06,2.287532209638686e-06,-4.133917423625908e-05,7.966952157722768e-05,3.821345477079714e-05,-0.0,-0.0,-0.0,0.006425607828255154
41,3.0805261560865414e-06,-4.3854944344242904e-05,9.729636975330472e-06,0.00028194331045650067,2.8764281764726285e-06,5.115031585866638e-06,1.1734528467156784e-06,3.203666425922391e-06,-4.013062952951313e-05,7.691532660770153e-05,3.6670659102178874e-05,-0.0,-0.0,-0.0,0.006104327436842396
42,2.223894291002035e-06,-4.268149149752723e-05,9.676351186506667e-06,0.0002659857014635404,3.941578739151061e-06,6.4752937027842296e-06,1.1065441171082686e-06,4.291450537452383e-06,-3.907121465880699e-05,7.380552994409265e-05,3.462742347851296e-05,-0.0,-0.0,-0.0,0.005799111065000276
43,1.4172011233970769e-06,-4.157494738041896e-05,9.662568825839141e-06,0.00025084746079150424,5.368749585675908e-06,8.43951180851596e-06,1.3030761181617486e-06,5.309423692549579e-06,-3.8071562348471454e-05,7.039310697540969e-05,3.223222083733608e-05,-0.0,-0.0,-0.0,0.005509155511750262
44,1.0439409147474143e-06,-4.027187126225721e-05,1.0114822657630158e-05,0.00023755284551626522,7.136435690354175e-06,1.1168575116236475e-05,2.1847346632155395e-06,5.5302371020937735e-06,-3.685781001991181e-05,6.69000996872835e-05,2.998926406868554e-05,-0.0,-0.0,-0.0,0.005233697736162749
45,2.0584154363869714e-06,-3.808713659904167e-05,1.2010372720751281e-05,0.00022869771410187554,8.983840453020928e-06,1.4743926103792931e-05,4.687576643015439e-06,3.1514598682909045e-06,-3.472610095538242e-05,6.38636747033738e-05,2.9119844787074425e-05,-0.0,-0.0,-0.0,0.0049720128493546106
46,6.456087439931947e-06,-3.339955995602623e-05,1.696059918048734e-05,0.00022971907454699716,1.0056349460777486e-05,1.8945357041871016e-05,1.0678867172012456e-05,-5.56521159474997e-06,-3.0056253273283936e-05,6.18146451242738e-05,3.1482513525640754e-05,-0.0,-0.0,-0.0,0.00472341220688688
47,1.6814102959261724e-05,-2.272069278401378e-05,2.394313399959448e-05,0.0002474484257876992,8.266489869858553e-06,2.272069278401378e-05,2.272069278401378e-05,-2.5236776818207935e-05,-1.9653264426620594e-05,5.633514632253659e-05,3.361445353852281e-05,-0.0,-0.0,-0.0,0.004487241596542535
