t,Y,cR,cW,cP,pi,R,r,X,q,hW,bW,A,j,u,TP,dP,dW
24,2.9969871258321235e-06,4.076226740544719e-05,-8.278130061354475e-05,2.6958069459931146e-06,-1.3744710334299874e-06,-3.532387015412104e-06,-2.2357899083951265e-06,1.705813253845742e-07,3.231437756118814e-05,-0.0003810750124742041,-0.00034829394270977294,-0.0,-0.0,-0.0,-0.0,2.2324235819556784e-06,-1.5265977679603693e-06
25,2.8326744417162933e-06,3.852647749705207e-05,-7.824060382870355e-05,2.5481448425211125e-06,-1.2965971070172138e-06,-3.3315643166127154e-06,-2.1085109532366077e-06,1.6108426201632035e-07,3.0545279856036294e-05,-0.000359596138455418,-0.00032861050858875375,-0.0,-0.0,-0.0,-0.0,2.285155534230645e-06,-1.0795667098117268e-06
26,2.6777410536687663e-06,3.641796654381546e-05,-7.395833363765949e-05,2.4089611448355576e-06,-1.2230533633762604e-06,-3.141763672223762e-06,-1.988146105385399e-06,1.5207735103010625e-07,2.8877118913427826e-05,-0.0003393025328822495,-0.0003100099544062209,-0.0,-0.0,-0.0,-0.0,2.3004886646132017e-06,-7.107208786200444e-07
27,2.5317167050361494e-06,3.4429820438430056e-05,-6.992034931360255e-05,2.277907409282841e-06,-1.1536175668383577e-06,-2.9624249894902043e-06,-1.8743071007698576e-06,1.434556598418858e-07,2.7304432370643227e-05,-0.0003201271665644446,-0.00029243079567198836,-0.0,-0.0,-0.0,-0.0,2.2875116249273477e-06,-4.076066029035509e-07
28,2.3941479803413234e-06,3.25555133376602e-05,-6.611332915393391e-05,2.1546274314879623e-06,-1.088117888720322e-06,-2.7930120180888495e-06,-1.7665911195197716e-06,1.3513923373483144e-07,2.5822063791686476e-05,-0.0003020066833087226,-0.0002758149099666848,-0.0,-0.0,-0.0,-0.0,2.2534341970318024e-06,-1.5965253107482702e-07
29,2.264644191482652e-06,3.0788922218140426e-05,-6.252468316956883e-05,2.0388862339202187e-06,-1.0264208985690444e-06,-2.6330813648980764e-06,-1.6646181761497328e-06,1.2698374566692825e-07,2.4425182222518132e-05,-0.00028488117658218286,-0.00026010729484634594,-0.0,-0.0,-0.0,-0.0,2.2039930149873845e-06,4.213471132719296e-08
30,2.1428724437742008e-06,2.9124304041990695e-05,-5.914251520077399e-05,1.930559256985824e-06,-9.684631887483238e-07,-2.482283313333895e-06,-1.568003315446434e-06,1.1878689485805035e-07,2.310926355968701e-05,-0.00026869397812746815,-0.0002452558749749509,-0.0,-0.0,-0.0,-0.0,2.143775533983084e-06,2.0543111709435855e-07
31,2.0285877702954763e-06,2.755630072654426e-05,-5.595555537843006e-05,1.82971772804269e-06,-9.142799978873704e-07,-2.340416584928134e-06,-1.4763536106205434e-06,1.102290364075716e-07,2.1870099837070752e-05,-0.00025339144444636513,-0.00023121127954285492,-0.0,-0.0,-0.0,-0.0,2.07650182180861e-06,3.3683515471481506e-07
32,1.921665706959361e-06,2.607994711592372e-05,-5.2953092892201024e-05,1.7367205708016158e-06,-8.640629743074975e-07,-2.2074947033941642e-06,-1.3892453477892535e-06,1.0080939439357128e-07,2.070381129288969e-05,-0.00023892273890336447,-0.00021792661225071227,-0.0,-0.0,-0.0,-0.0,2.005275907765122e-06,4.420943418522985e-07
33,1.8221633823823755e-06,2.4690701768134464e-05,-5.012488510686589e-05,1.6523844892367531e-06,-8.182493556049267e-07,-2.083866185809438e-06,-1.3061973661084779e-06,8.972882808686583e-08,1.960688130486301e-05,-0.00022523959714780998,-0.00020535718170019092,-0.0,-0.0,-0.0,-0.0,1.9328335754972116e-06,5.263374965173309e-07
34,1.730414103543327e-06,2.3384504402025988e-05,-4.746103858173253e-05,1.5782459018857825e-06,-7.776688197010744e-07,-1.9704056960447735e-06,-1.2266267532671428e-06,7.570979385499415e-08,1.8576218081510552e-05,-0.00021229606111114306,-0.00019346017338762742,-0.0,-0.0,-0.0,-0.0,1.8618127975583883e-06,5.943337209873594e-07
35,1.6471784676999224e-06,2.2157877648758845e-05,-4.4951841150703815e-05,1.5169779781543023e-06,-7.437789427776225e-07,-1.8688269462391304e-06,-1.1497854611065234e-06,5.671021737534349e-08,1.7609260970248477e-05,-0.0002000481574917844,-0.00018219422136695406,-0.0,-0.0,-0.0,-0.0,1.7950844637391754e-06,6.508094937381907e-07
36,1.5738766962499586e-06,2.100809218765232e-05,-4.2587523067927056e-05,1.4730305787004739e-06,-7.190414851326337e-07,-1.7821870404704491e-06,-1.0746724250604685e-06,2.948488508416621e-08,1.6704150663723794e-05,-0.00018845348659020787,-0.00017151882615643513,-0.0,-0.0,-0.0,-0.0,1.736191729777896e-06,7.00865568151535e-07
37,1.5129335770115132e-06,1.9933419762591853e-05,-4.035791981383165e-05,1.4535792360088786e-06,-7.075146154099273e-07,-1.71569546915009e-06,-9.99930177777378e-07,-1.1064567652405505e-08,1.5859988008712287e-05,-0.00017747067533843488,-0.00016139354829545856,-0.0,-0.0,-0.0,-0.0,1.6899585057660522e-06,7.505458351950498e-07
38,1.4682546592638084e-06,1.8933489584814475e-05,-3.825202240359095e-05,1.46983420478315e-06,-7.157652913727277e-07,-1.6779963562127268e-06,-9.237728811553017e-07,-7.278592907285993e-08,1.5077196865198942e-05,-0.00016705864351370818,-0.00015177691205028334,-0.0,-0.0,-0.0,-0.0,1.6633251212045381e-06,8.076061454098614e-07
39,1.445788624299776e-06,1.8009716703659172e-05,-3.625746292085092e-05,1.5385853320044282e-06,-7.542234750574351e-07,-1.6831659990420061e-06,-8.441072990535775e-07,-1.6733375203523226e-07,1.4357958582269546e-05,-0.00015717565883452834,-0.0001426250303231425,-0.0,-0.0,-0.0,-0.0,1.6664121071229731e-06,8.8247360400735e-07
40,1.45391378729323e-06,1.7165609404605594e-05,-3.4360189811548027e-05,1.6832619344601026e-06,-8.390586999884077e-07,-1.7537357434131897e-06,-7.593172663093933e-07,-3.108940756370066e-07,1.3706521212332279e-05,-0.00014777828645054592,-0.00013389026123156273,-0.0,-0.0,-0.0,-0.0,1.7135862701262e-06,9.891665460458708e-07
41,1.5027574090388896e-06,1.64062921382962e-05,-3.2545182659342845e-05,1.9320569409104043e-06,-9.9441847710387e-07,-1.925037877874894e-06,-6.709909103977622e-07,-5.228983793701005e-07,1.3128707952673825e-05,-0.00013882076184007448,-0.00012552112202501397,-0.0,-0.0,-0.0,-0.0,1.823603690371395e-06,1.1452740852610953e-06
42,1.5998508518993764e-06,1.573530122789844e-05,-3.080066090734609e-05,2.305976161644196e-06,-1.254046967477171e-06,-2.250845695697524e-06,-5.919369497860873e-07,-8.178387414345737e-07,1.2628648904662754e-05,-0.0001302565212474849,-0.00011746722182434166,-0.0,-0.0,-0.0,-0.0,2.0159503946477038e-06,1.368230348670818e-06
43,1.7350851599871423e-06,1.5143364278112353e-05,-2.9132378154924788e-05,2.7774758414115475e-06,-1.6589087459114347e-06,-2.808991342530803e-06,-5.680343167883097e-07,-1.1769460002696075e-06,1.2197362473357138e-05,-0.00012204675342224223,-0.00010969954192047253,-0.0,-0.0,-0.0,-0.0,2.295325360439199e-06,1.6601968809033182e-06
44,1.8368358519798071e-06,1.4575329961324043e-05,-2.760453908167009e-05,3.1498840447792524e-06,-2.2409570257424605e-06,-3.701682454959093e-06,-7.352003349799347e-07,-1.465644894326574e-06,1.1779177184981392e-05,-0.0001141874718975095,-0.00010227129730502099,-0.0,-0.0,-0.0,-0.0,2.6030644481295837e-06,1.961383447782114e-06
45,1.6564484869909818e-06,1.384012962634411e-05,-2.644092143564808e-05,2.7403694241879753e-06,-2.9664821199791416e-06,-5.034181909734474e-06,-1.4609757022801439e-06,-1.2166786289571001e-06,1.1180974257508591e-05,-0.00010676401190102114,-9.545613794168676e-05,-0.0,-0.0,-0.0,-0.0,2.6838552813082795e-06,2.0226549984624153e-06
46,5.193987485916314e-07,1.2379153924063965e-05,-2.615900190718623e-05,-2.975842137239622e-07,-3.5732062074543126e-06,-6.826151562318693e-06,-3.645050157165622e-06,8.313994833034331e-07,9.84689825705425e-06,-9.978385683945987e-05,-8.96908891938869e-05,-0.0,-0.0,-0.0,-0.0,1.7774800287954206e-06,1.1100990781758604e-06
47,-2.614108533638896e-06,8.734103766898343e-06,-2.6229189686453765e-05,-8.72449062971848e-06,-3.181101405153073e-06,-8.734103766898343e-06,-8.734103766898343e-06,6.5330416205804875e-06,6.447917488407374e-06,-8.86595505381358e-05,-7.992544677123746e-05,-0.0,-0.0,-0.0,-0.0,-1.5635318168703758e-06,-2.195961379429148e-06
