horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
45,mp_pos_x_ph2m,-1.6604096871657141,-3.150617180558834,-0.17020219377259438,0.9059818265744601,0.007803232979304636,-0.012956563630048394,-0.02458499988850048,-0.0013281273715963066,1426,driscoll_kraay,cumulative,twfe_directional_dummies
46,mp_pos_x_ph2m,-1.9492278668355048,-3.512849579534244,-0.3856061541367657,0.9506145027607803,0.007803232979304636,-0.015210279174670436,-0.027411583690358034,-0.003008974658982837,1399,driscoll_kraay,cumulative,twfe_directional_dummies
47,mp_pos_x_ph2m,-2.1143422643746166,-4.0802852997523145,-0.1483992289969185,1.195208499507233,0.007803232979304636,-0.01649870528690565,-0.03183941681599916,-0.001157993757812135,1372,driscoll_kraay,cumulative,twfe_directional_dummies
48,mp_pos_x_ph2m,-1.7536702633933077,-3.4069322421832284,-0.10040828460338691,1.0051119149453032,0.007803232979304636,-0.013684297634136505,-0.026585086030460458,-7.835092378125546e-4,1345,driscoll_kraay,cumulative,twfe_directional_dummies
0,mp_neg_x_ph2m,-0.01307189258014744,-1.0102949767737446,0.9841511916134497,0.6062685869756229,0.011528546534001646,-1.506999218977006e-4,-0.011647232652804226,0.011345832809008825,2641,driscoll_kraay,cumulative,twfe_directional_dummies
1,mp_neg_x_ph2m,0.19086214699503773,-0.6019912048614222,0.9837154988514976,0.4820206119652807,0.011528546534001646,0.002200363143211755,-0.006940083618304623,0.011340809904728131,2614,driscoll_kraay,cumulative,twfe_directional_dummies
2,mp_neg_x_ph2m,0.00947469431020732,-1.0848303985703267,1.1037797871907413,0.665290257412564,0.011528546534001646,1.0922945425066572e-4,-0.012506517731417564,0.012724976639918895,2587,driscoll_kraay,cumulative,twfe_directional_dummies
3,mp_neg_x_ph2m,0.10363934670470425,-0.9269630299714281,1.1342417233808366,0.6265617558847614,0.011528546534001646,0.001194811031238713,-0.01068653642632477,0.013076158488802198,2560,driscoll_kraay,cumulative,twfe_directional_dummies
4,mp_neg_x_ph2m,-0.472615638375627,-1.2875905737835116,0.3423592970322577,0.49546957981807643,0.011528546534001646,-0.005448571379710309,-0.014844047846605092,0.003946905087184475,2533,driscoll_kraay,cumulative,twfe_directional_dummies
5,mp_neg_x_ph2m,-0.9007047799407809,-1.8220130396450607,0.020603479763498744,0.5601156507839595,0.011528546534001646,-0.010383816968945005,-0.021005162113105866,2.375281752158565e-4,2506,driscoll_kraay,cumulative,twfe_directional_dummies
6,mp_neg_x_ph2m,-0.02664233522756245,-0.9131822670553293,0.8598975966002045,0.5389780083172852,0.011528546534001646,-3.0714740144542504e-4,-0.010527664259772482,0.009913369456881633,2479,driscoll_kraay,cumulative,twfe_directional_dummies
