horizon,agent_type,estimate,conf_low,conf_high,region
21,PH2M,-2.701715524729218,-5.475213615932912,0.07178256647447556,South
21,WH2M,0.49455804968101047,-1.5321906642490362,2.521306763611057,South
22,Ricardian,1.4247361365507807,-0.5315316756056507,3.381003948707212,South
22,PH2M,-1.0867171783619942,-4.781576587957863,2.6081422312338742,South
22,WH2M,2.5260980447638626,0.2562772523725876,4.795918837155138,South
23,Ricardian,1.3039233718758965,-1.9896736368520362,4.597520380603829,South
23,PH2M,0.12396032148361646,-4.319379388025126,4.56730003099236,South
23,WH2M,1.1894326339044925,-2.054480838338676,4.433346106147662,South
24,Ricardian,5.350700077258351,-0.5267696734649849,11.228169827981686,South
24,PH2M,0.8151156533176742,-6.739382650087101,8.36961395672245,South
24,WH2M,4.4904716519924515,-1.3342933216809492,10.315236625665852,South
0,Ricardian,1.2564049248316032,-1.0344976203791503,3.5473074700423566,Southeast
0,PH2M,0.10302073369835596,-3.117615796435622,3.3236572638323345,Southeast
0,WH2M,1.1384000447970928,-1.1433360806813508,3.420136170275536,Southeast
1,Ricardian,0.921937365203242,-4.197066122721833,6.040940853128316,Southeast
1,PH2M,0.7138385987138465,-6.644008590450435,8.071685787878128,Southeast
1,WH2M,0.22962140539469333,-5.101524523972305,5.560767334761692,Southeast
2,Ricardian,-1.8650358880039262,-6.8328002389183515,3.102728462910499,Southeast
2,PH2M,0.7659862840339793,-6.209752982376844,7.741725550444802,Southeast
2,WH2M,-2.6334988490830784,-7.61419469285201,2.3471969946858526,Southeast
3,Ricardian,0.4762276064296908,-1.7686193173211195,2.721074530180501,Southeast
3,PH2M,0.37643419042744153,-2.995348148344334,3.748216529199217,Southeast
3,WH2M,0.08690232468624132,-2.277893578929212,2.4516982283016944,Southeast
4,Ricardian,-1.8179585440770716,-5.332785568831659,1.696868480677516,Southeast
4,PH2M,0.9660723808684766,-4.544897132500984,6.477041894237938,Southeast
4,WH2M,-2.826110487209299,-6.425718761075643,0.7734977866570447,Southeast
5,Ricardian,-0.8399736598387811,-3.008794402300672,1.3288470826231098,Southeast
5,PH2M,0.9270377901199894,-2.3256094755248937,4.179685055764873,Southeast
5,WH2M,-1.826996628409956,-4.099900215154717,0.44590695833480565,Southeast
6,Ricardian,-2.459287609556453,-6.498388791241119,1.579813572128213,Southeast
6,PH2M,0.6611771927946015,-5.322811721689073,6.645166107278275,Southeast
6,WH2M,-3.136662962618332,-7.208274949735354,0.9349490244986898,Southeast
7,Ricardian,-2.5090963908771244,-3.6794214283195688,-1.3387713534346801,Southeast
7,PH2M,0.784610586004542,-0.9609883455620696,2.5302095175711536,Southeast
7,WH2M,-3.2866864623882397,-4.517023711543006,-2.0563492132334735,Southeast
8,Ricardian,-0.7208429928119054,-2.799077288851995,1.3573913032281841,Southeast
8,PH2M,-0.36756899290795747,-3.313075128036314,2.577937142220399,Southeast
8,WH2M,-0.34936740258686977,-2.4314726008388403,1.7327377956651009,Southeast
9,Ricardian,1.309853450936918,-0.5144306806891661,3.1341375825630022,Southeast
9,PH2M,-0.20788788948810777,-2.7994708360299265,2.3836950570537105,Southeast
9,WH2M,1.5150439145871644,-0.2990015267456334,3.329089355919962,Southeast
10,Ricardian,1.525184613936403,-1.0121320133877796,4.062501241260586,Southeast
10,PH2M,0.4817743125730196,-3.088017186809252,4.051565811955291,Southeast
10,WH2M,1.0391550096999131,-1.5459050657017872,3.6242150851016133,Southeast
11,Ricardian,2.1794888114349193,-0.2976952702167699,4.656672893086609,Southeast
11,PH2M,-0.26406064211044233,-3.7562280995837525,3.228106815362868,Southeast
11,WH2M,2.4898343593519074,-0.04704217607700922,5.026710894780824,Southeast
12,Ricardian,2.7723758967273784,-0.6727395645676495,6.217491358022406,Southeast
12,PH2M,-0.20521415324005954,-5.198892151489782,4.788463845009663,Southeast
12,WH2M,3.044908323340963,-0.45216942956667294,6.541986076248598,Southeast
