uf_code,region,horizon,coefficient,estimate,std_error,conf_low,conf_high
31,Southeast,20,wh2m_diff,25.329320971859136,8.030453085196841,9.589922145334766,41.068719798383505
31,Southeast,21,ricardian,0.14463306089190553,2.511498447596841,-4.777813443626159,5.06707956540997
31,Southeast,21,ph2m_diff,37.29907224475994,24.709553134523894,-11.130761972985695,85.72890646250558
31,Southeast,21,wh2m_diff,-26.64075631576841,12.00635189005483,-50.17277360599029,-3.1087390255465372
31,Southeast,22,ricardian,9.999570496939908,1.4515583002622316,7.154568506965756,12.84457248691406
31,Southeast,22,ph2m_diff,-24.06643995540859,21.533013071138093,-66.27037005346946,18.13749014265229
31,Southeast,22,wh2m_diff,-20.875371166080434,13.54545658838483,-47.42397823346549,5.673235901304626
31,Southeast,23,ricardian,-5.946348261018654,1.6273947594390055,-9.13598337814833,-2.7567131438889785
31,Southeast,23,ph2m_diff,66.19899793068643,16.64325120500077,33.57882498323207,98.8191708781408
31,Southeast,23,wh2m_diff,-23.91373824469089,10.154987185148528,-43.81714739104778,-4.010329098333994
31,Southeast,24,ricardian,4.82883691598834,2.4183275048294357,0.08900210370003236,9.568671728276648
31,Southeast,24,ph2m_diff,12.5944459124767,13.92558956600253,-14.69920810037502,39.88809992532842
31,Southeast,24,wh2m_diff,-27.375858421491117,2.5803731859914287,-32.433296932707194,-22.318419910275043
32,Southeast,0,ricardian,-8.534121928907895,3.6128703918590697,-15.615217777762783,-1.4530260800530064
32,Southeast,0,ph2m_diff,31.264699583799256,10.649201602291125,10.392647979202415,52.1367511883961
32,Southeast,0,wh2m_diff,10.707591338026464,6.612555977649832,-2.2527802239222527,23.66796289997518
32,Southeast,1,ricardian,24.32126783581194,3.6043580949995966,17.256855782227333,31.38567988939655
32,Southeast,1,ph2m_diff,-103.94247756433012,10.36328091933294,-124.25413492789383,-83.63082020076641
32,Southeast,1,wh2m_diff,-18.723181206431956,7.003473344944457,-32.449736729209356,-4.996625683654559
32,Southeast,2,ricardian,14.12088472445892,4.920513946870004,4.476854603166679,23.76491484575116
32,Southeast,2,ph2m_diff,-57.73622345485747,15.943738559760648,-88.98537681091085,-26.48707009880409
32,Southeast,2,wh2m_diff,-12.997265405849443,9.066038805816941,-30.76637494769317,4.771844135994282
32,Southeast,3,ricardian,5.61654367410468,5.428652272962438,-5.023419265493201,16.256506613702562
32,Southeast,3,ph2m_diff,-32.8650667732667,20.081589444663063,-72.224258837126,6.4941252905926135
32,Southeast,3,wh2m_diff,2.380703625654207,11.970744724123314,-21.081524901750356,25.84293215305877
32,Southeast,4,ricardian,1.285836932546991,3.55436577296741,-5.680591970351003,8.252265835444984
32,Southeast,4,ph2m_diff,2.377983425255247,12.004538763308116,-21.15048020184366,25.906447052354157
32,Southeast,4,wh2m_diff,-6.786037998739333,7.692654516008189,-21.863363795624785,8.291287798146119
32,Southeast,5,ricardian,-1.8653977930446646,2.4274908530284405,-6.623192437780821,2.892396851691492
32,Southeast,5,ph2m_diff,7.980849569058672,12.714660757611187,-16.93942759150401,32.90112672962135
32,Southeast,5,wh2m_diff,1.6314623116224265,11.6243297452838,-21.15180533355148,24.414729956796336
32,Southeast,6,ricardian,-5.507514875966249,2.726480112681334,-10.851317701386371,-0.1637120505461267
32,Southeast,6,ph2m_diff,28.121854045954013,19.602416216637657,-10.298175748619702,66.54188384052773
32,Southeast,6,wh2m_diff,1.5463180700074837,21.229351678484804,-40.06244663495768,43.15508277497264
32,Southeast,7,ricardian,0.40035450551026386,2.9015321118024913,-5.286543933609065,6.087252944629593
32,Southeast,7,ph2m_diff,5.040127202205429,15.205834791263031,-24.762761343536244,34.843015747947106
32,Southeast,7,wh2m_diff,-4.955041950796003,13.059352264547861,-30.55090205073141,20.6408181491394
32,Southeast,8,ricardian,6.246688210479412,4.159970571101105,-1.9067042856252723,14.400080706584097
32,Southeast,8,ph2m_diff,-26.29389520749348,18.54378933485151,-62.639054440700406,10.051264025713447
32,Southeast,8,wh2m_diff,-5.197605281522279,11.134392868083522,-27.020614292685618,16.62540372964106
32,Southeast,9,ricardian,9.228172896617496,5.346600976732156,-1.250972457484206,19.707318250719197
32,Southeast,9,ph2m_diff,-40.56742212903436,23.039630062059935,-85.72426726779815,4.589423009729437
32,Southeast,9,wh2m_diff,-6.571827616689955,10.707536902744138,-27.558214309202025,14.414559075822115
32,Southeast,10,ricardian,13.379206319543435,3.7991511039198698,5.933006984034902,20.825405655051966
32,Southeast,10,ph2m_diff,-58.17466762388554,22.989935611876444,-103.23411343005819,-13.1152218177129
32,Southeast,10,wh2m_diff,-9.836959975481705,15.752715215308378,-40.711714456202245,21.03779450523884
32,Southeast,11,ricardian,-0.7266720690564772,3.5147786966538974,-7.615511728126748,6.162167590013793
32,Southeast,11,ph2m_diff,-28.52480021180918,15.90429814738393,-59.69665178006879,2.6470513564504294
32,Southeast,11,wh2m_diff,24.64082863284549,15.36141694407243,-5.466995329039808,54.748652594730785
32,Southeast,12,ricardian,5.840746939858495,2.5490415852160546,0.8447172377401415,10.836776641976849
32,Southeast,12,ph2m_diff,-48.039383896028006,14.793922476138015,-77.03493913933613,-19.04382865271988
32,Southeast,12,wh2m_diff,12.880138652611304,13.588205210163792,-13.752254173849245,39.51253147907185
