horizon,coefficient,estimate,std_error,conf_low,conf_high
19,wh2m_diff,0.045669372743801305,0.3904352944100763,-0.7208564954011383,0.812195240888741
20,ricardian,0.1612479139278621,0.13244367397813728,-0.09879042089586207,0.42128624875158627
20,ph2m_diff,-0.1554600973727477,0.5219152500988029,-1.1801822942003855,0.86926209945489
20,wh2m_diff,-0.503157595633054,0.558440641665221,-1.5995933120002035,0.5932781207340955
21,ricardian,0.33251008066758436,0.15479910080948123,0.028557871920512956,0.6364622894146558
21,ph2m_diff,0.08702623373609596,0.6329434803344395,-1.155775357834442,1.3298278253066338
21,wh2m_diff,-1.3286730060940983,0.48687731071997636,-2.2846697348109295,-0.3726762773772674
22,ricardian,0.19930586309201828,0.1976047143372787,-0.18872607999727745,0.587337806181314
22,ph2m_diff,-0.48100063251973224,0.8722515147939486,-2.1938213578915953,1.2318200928521306
22,wh2m_diff,-0.3995667972875531,0.5073081924989743,-1.3957565103755816,0.5966229158004752
23,ricardian,0.2504263694703703,0.22494539222131754,-0.19133071433444104,0.6921834532751816
23,ph2m_diff,0.2552400845570107,0.6041279597530761,-0.9311714400804696,1.4416516091944909
23,wh2m_diff,-1.132674346305763,0.7779439079164268,-2.6604328335156704,0.39508414090414457
24,ricardian,0.20458981222630582,0.20080365192610658,-0.1897926688090257,0.5989722932616374
24,ph2m_diff,0.9316308492968277,0.7612180713887162,-0.5634170182274452,2.4266787168211006
24,wh2m_diff,-1.631530229515701,0.6392345102299934,-2.886999887013169,-0.37606057201823306
